x,y
-0.5,-0.8040201
-0.4995,-1.2060302
-0.499,-0.8040201
-0.4985,-0.4020101
-0.498,0
-0.4975,-0.4020101
-0.497,-0.4020101
-0.4965,0
-0.496,0.4020101
-0.4955,0.8040201
-0.495,1.2060302
-0.4945,0.4020101
-0.494,-0.4020101
-0.4935,0.4020101
-0.493,-0.4020101
-0.4925,-0.4020101
-0.492,-0.4020101
-0.4915,0.4020101
-0.491,0.4020101
-0.4905,0.4020101
-0.49,0
-0.4895,0
-0.489,0.4020101
-0.4885,0.8040201
-0.488,0.8040201
-0.4875,0.4020101
-0.487,0.4020101
-0.4865,0.4020101
-0.486,0.4020101
-0.4855,0.8040201
-0.485,0.8040201
-0.4845,0.4020101
-0.484,0.8040201
-0.4835,0.4020101
-0.483,0
-0.4825,0.8040201
-0.482,0.8040201
-0.4815,0.8040201
-0.481,0
-0.4805,-0.4020101
-0.48,-0.4020101
-0.4795,-0.8040201
-0.479,0
-0.4785,0.8040201
-0.478,0.4020101
-0.4775,0
-0.477,0.4020101
-0.4765,0.4020101
-0.476,0
-0.4755,-0.4020101
-0.475,0
-0.4745,-0.4020101
-0.474,-0.8040201
-0.4735,-1.2060302
-0.473,-0.8040201
-0.4725,-0.8040201
-0.472,-0.4020101
-0.4715,0
-0.471,-0.4020101
-0.4705,-0.8040201
-0.47,0
-0.4695,-0.4020101
-0.469,0
-0.4685,0.4020101
-0.468,0.8040201
-0.4675,1.2060302
-0.467,0.8040201
-0.4665,0.8040201
-0.466,0.8040201
-0.4655,0.8040201
-0.465,1.2060302
-0.4645,0.4020101
-0.464,0
-0.4635,0.4020101
-0.463,0.4020101
-0.4625,0.4020101
-0.462,0.4020101
-0.4615,0.4020101
-0.461,0.4020101
-0.4605,-0.4020101
-0.46,-0.8040201
-0.4595,-1.2060302
-0.459,-0.4020101
-0.4585,0.4020101
-0.458,0
-0.4575,0
-0.457,0
-0.4565,0.4020101
-0.456,0
-0.4555,0
-0.455,-0.4020101
-0.4545,0
-0.454,-0.8040201
-0.4535,-0.8040201
-0.453,-1.2060302
-0.4525,-0.8040201
-0.452,-0.4020101
-0.4515,-0.4020101
-0.451,0
-0.4505,-0.4020101
-0.45,-0.4020101
-0.4495,0
-0.449,0
-0.4485,0.8040201
-0.448,0.8040201
-0.4475,0.8040201
-0.447,0.8040201
-0.4465,0.4020101
-0.446,0.8040201
-0.4455,0.8040201
-0.445,0.4020101
-0.4445,0.4020101
-0.444,0.8040201
-0.4435,0
-0.443,-0.4020101
-0.4425,0
-0.442,0.4020101
-0.4415,0.8040201
-0.441,0.4020101
-0.4405,-0.4020101
-0.44,-0.4020101
-0.4395,-0.8040201
-0.439,-0.4020101
-0.4385,0
-0.438,-0.4020101
-0.4375,0
-0.437,0
-0.4365,0
-0.436,0
-0.4355,-0.4020101
-0.435,-0.4020101
-0.4345,-0.8040201
-0.434,-0.8040201
-0.4335,-0.4020101
-0.433,-0.4020101
-0.4325,-0.8040201
-0.432,-0.8040201
-0.4315,-0.4020101
-0.431,-0.8040201
-0.4305,-1.2060302
-0.43,-1.2060302
-0.4295,-0.8040201
-0.429,-0.8040201
-0.4285,0
-0.428,0.4020101
-0.4275,0
-0.427,0.4020101
-0.4265,0.8040201
-0.426,0.8040201
-0.4255,0.4020101
-0.425,0.4020101
-0.4245,0.8040201
-0.424,0.4020101
-0.4235,0.4020101
-0.423,0
-0.4225,0
-0.422,1.2060302
-0.4215,0.4020101
-0.421,0
-0.4205,-0.4020101
-0.42,-0.8040201
-0.4195,-1.2060302
-0.419,0
-0.4185,0.4020101
-0.418,0.8040201
-0.4175,0.8040201
-0.417,0.4020101
-0.4165,0
-0.416,0
-0.4155,-0.4020101
-0.415,-0.4020101
-0.4145,-1.2060302
-0.414,-0.8040201
-0.4135,-0.8040201
-0.413,-0.8040201
-0.4125,-0.8040201
-0.412,-0.4020101
-0.4115,0
-0.411,-0.4020101
-0.4105,-0.4020101
-0.41,-0.4020101
-0.4095,-0.4020101
-0.409,0.4020101
-0.4085,0.4020101
-0.408,0.8040201
-0.4075,0.8040201
-0.407,1.2060302
-0.4065,1.2060302
-0.406,0.4020101
-0.4055,0.4020101
-0.405,0.8040201
-0.4045,0.4020101
-0.404,0.4020101
-0.4035,0.4020101
-0.403,0.4020101
-0.4025,0.8040201
-0.402,0.4020101
-0.4015,0.4020101
-0.401,0
-0.4005,-0.8040201
-0.4,-1.2060302
-0.3995,-1.2060302
-0.399,-0.4020101
-0.3985,0.4020101
-0.398,0.4020101
-0.3975,0.4020101
-0.397,0.4020101
-0.3965,0.8040201
-0.396,0.8040201
-0.3955,0.4020101
-0.395,0.4020101
-0.3945,0
-0.394,-0.4020101
-0.3935,-0.8040201
-0.393,-0.8040201
-0.3925,-0.8040201
-0.392,-0.4020101
-0.3915,-0.4020101
-0.391,0
-0.3905,-0.4020101
-0.39,0
-0.3895,-0.4020101
-0.389,0.4020101
-0.3885,1.2060302
-0.388,1.2060302
-0.3875,1.6080402
-0.387,1.2060302
-0.3865,1.2060302
-0.386,1.6080402
-0.3855,1.2060302
-0.385,1.2060302
-0.3845,0.8040201
-0.384,1.2060302
-0.3835,0.4020101
-0.383,0.8040201
-0.3825,0.8040201
-0.382,1.6080402
-0.3815,1.6080402
-0.381,0.4020101
-0.3805,-0.4020101
-0.38,-0.4020101
-0.3795,-0.8040201
-0.379,0
-0.3785,0
-0.378,0
-0.3775,0.4020101
-0.377,0.4020101
-0.3765,0
-0.376,0.4020101
-0.3755,0
-0.375,0
-0.3745,-0.8040201
-0.374,-0.8040201
-0.3735,-1.2060302
-0.373,-1.2060302
-0.3725,-1.6080402
-0.372,-0.8040201
-0.3715,-0.8040201
-0.371,-0.8040201
-0.3705,-0.4020101
-0.37,0
-0.3695,0
-0.369,1.2060302
-0.3685,1.2060302
-0.368,1.6080402
-0.3675,1.6080402
-0.367,1.6080402
-0.3665,0.8040201
-0.366,0.4020101
-0.3655,0
-0.365,-0.4020101
-0.3645,-0.4020101
-0.364,-0.8040201
-0.3635,-1.2060302
-0.363,-0.8040201
-0.3625,-0.8040201
-0.362,0
-0.3615,0
-0.361,-0.4020101
-0.3605,-1.2060302
-0.36,-2.4120603
-0.3595,-2.0100503
-0.359,-1.6080402
-0.3585,-0.8040201
-0.358,0
-0.3575,0.4020101
-0.357,0.8040201
-0.3565,1.2060302
-0.356,1.2060302
-0.3555,1.2060302
-0.355,0.8040201
-0.3545,0.4020101
-0.354,0
-0.3535,-0.4020101
-0.353,-0.8040201
-0.3525,-0.4020101
-0.352,0
-0.3515,0
-0.351,-0.4020101
-0.3505,-0.4020101
-0.35,-0.8040201
-0.3495,-1.2060302
-0.349,-0.4020101
-0.3485,0
-0.348,0.8040201
-0.3475,0.8040201
-0.347,0.8040201
-0.3465,0.8040201
-0.346,1.2060302
-0.3455,1.2060302
-0.345,0.4020101
-0.3445,0.8040201
-0.344,0.8040201
-0.3435,0.4020101
-0.343,0.8040201
-0.3425,0.8040201
-0.342,1.6080402
