x,y
-1,0
-0.999,0.40201
-0.998,0.80402
-0.997,0.40201
-0.996,0.40201
-0.995,0.80402
-0.994,0.80402
-0.993,0.80402
-0.992,0.80402
-0.991,0.80402
-0.99,1.60804
-0.989,1.20603
-0.988,1.20603
-0.987,1.60804
-0.986,0.40201
-0.985,0.40201
-0.984,0.40201
-0.983,0
-0.982,0
-0.981,0
-0.98,0.80402
-0.979,1.20603
-0.978,1.60804
-0.977,1.60804
-0.976,0.80402
-0.975,1.20603
-0.974,0.40201
-0.973,-0.80402
-0.972,0
-0.971,0.80402
-0.97,0.40201
-0.969,0.40201
-0.968,0.40201
-0.967,0.80402
-0.966,-0.40201
-0.965,0.40201
-0.964,-0.80402
-0.963,-0.80402
-0.962,-1.20603
-0.961,-0.40201
-0.96,0
-0.959,0.80402
-0.958,0.80402
-0.957,0
-0.956,-1.20603
-0.955,-0.40201
-0.954,-0.40201
-0.953,-1.20603
-0.952,-1.20603
-0.951,-0.40201
-0.95,0.40201
-0.949,0.40201
-0.948,0.40201
-0.947,0.40201
-0.946,-0.80402
-0.945,0
-0.944,0
-0.943,-1.20603
-0.942,-1.20603
-0.941,0
-0.94,0.40201
-0.939,0.80402
-0.938,0.80402
-0.937,1.20603
-0.936,0.80402
-0.935,1.20603
-0.934,0.40201
-0.933,0.40201
-0.932,0
-0.931,0
-0.93,0.80402
-0.929,0.80402
-0.928,0.40201
-0.927,1.20603
-0.926,-0.80402
-0.925,-0.40201
-0.924,-0.40201
-0.923,-0.40201
-0.922,-0.40201
-0.921,-0.40201
-0.92,0
-0.919,0.40201
-0.918,0.40201
-0.917,1.20603
-0.916,0.80402
-0.915,0.80402
-0.914,0.40201
-0.913,0
-0.912,-0.40201
-0.911,0.80402
-0.91,0.80402
-0.909,1.20603
-0.908,1.20603
-0.907,0.80402
-0.906,0.80402
-0.905,0
-0.904,-0.40201
-0.903,-0.80402
-0.902,-0.80402
-0.901,0
-0.9,0.40201
-0.899,0.80402
-0.898,0.40201
-0.897,1.20603
-0.896,0.40201
-0.895,0.80402
-0.894,0
-0.893,-1.20603
-0.892,-1.60804
-0.891,0
-0.89,0.80402
-0.889,1.20603
-0.888,1.20603
-0.887,0.80402
-0.886,1.20603
-0.885,0.80402
-0.884,0.40201
-0.883,-0.40201
-0.882,-0.80402
-0.881,-0.80402
-0.88,0.40201
-0.879,0.80402
-0.878,1.20603
-0.877,0.80402
-0.876,0.40201
-0.875,0.80402
-0.874,1.20603
-0.873,-0.40201
-0.872,-0.80402
-0.871,-0.40201
-0.87,0.40201
-0.869,0
-0.868,0.80402
-0.867,0.40201
-0.866,0.40201
-0.865,-0.40201
-0.864,0
-0.863,-0.40201
-0.862,-0.40201
-0.861,-0.40201
-0.86,0.80402
-0.859,0.80402
-0.858,0.40201
-0.857,1.20603
-0.856,0.80402
-0.855,0.80402
-0.854,0.40201
-0.853,-0.40201
-0.852,-0.80402
-0.851,0.40201
-0.85,0.80402
-0.849,1.20603
-0.848,1.20603
-0.847,0.80402
-0.846,0.40201
-0.845,0
-0.844,0
-0.843,0
-0.842,-0.80402
-0.841,-0.40201
-0.84,0.40201
-0.839,0
-0.838,0.80402
-0.837,0.80402
-0.836,1.20603
-0.835,0.40201
-0.834,0.40201
-0.833,-1.20603
-0.832,-0.80402
-0.831,-0.80402
-0.83,0
-0.829,0.40201
-0.828,0.80402
-0.827,0.80402
-0.826,0.40201
-0.825,-0.40201
-0.824,0
-0.823,-0.40201
-0.822,-0.40201
-0.821,-0.80402
-0.82,0
-0.819,0.40201
-0.818,0.40201
-0.817,0.80402
-0.816,0.80402
-0.815,1.20603
-0.814,1.20603
-0.813,0
-0.812,-0.40201
-0.811,0.40201
-0.81,1.20603
-0.809,0.80402
-0.808,0.80402
-0.807,0.40201
-0.806,0.80402
-0.805,0.40201
-0.804,0.40201
-0.803,-1.20603
-0.802,-0.40201
-0.801,0
-0.8,0
-0.799,0
-0.798,0.40201
-0.797,0
-0.796,0.80402
-0.795,0.80402
-0.794,0.80402
-0.793,-0.40201
-0.792,-0.40201
-0.791,0
-0.79,1.20603
-0.789,1.60804
-0.788,1.20603
-0.787,0.80402
-0.786,0.80402
-0.785,0
-0.784,0.40201
-0.783,0.40201
-0.782,0.40201
-0.781,0.40201
-0.78,1.20603
-0.779,1.20603
-0.778,0.80402
-0.777,0.80402
-0.776,1.20603
-0.775,0.80402
-0.774,0.80402
-0.773,0
-0.772,-1.20603
-0.771,-0.80402
-0.77,-0.40201
-0.769,0
-0.768,0.40201
-0.767,0.40201
-0.766,0.40201
-0.765,0.40201
-0.764,0
-0.763,-0.40201
-0.762,-0.80402
-0.761,-0.80402
-0.76,0.40201
-0.759,1.20603
-0.758,1.60804
-0.757,1.60804
-0.756,1.20603
-0.755,0.80402
-0.754,0.80402
-0.753,0.40201
-0.752,0.40201
-0.751,0.40201
-0.75,1.60804
-0.749,1.60804
-0.748,0.80402
-0.747,0.80402
-0.746,1.20603
-0.745,0.80402
-0.744,0.40201
-0.743,-0.40201
-0.742,-0.80402
-0.741,0
-0.74,0.80402
-0.739,0.40201
-0.738,0.80402
-0.737,0.80402
-0.736,0.80402
-0.735,0.40201
-0.734,0.80402
-0.733,-0.80402
-0.732,-1.20603
-0.731,-0.40201
-0.73,0
-0.729,0.40201
-0.728,0.80402
-0.727,1.20603
-0.726,1.20603
-0.725,0.40201
-0.724,0.40201
-0.723,-0.40201
-0.722,-0.40201
-0.721,0.40201
-0.72,0.40201
-0.719,0.40201
-0.718,0
-0.717,0
-0.716,-0.40201
-0.715,0
-0.714,0.40201
-0.713,0
-0.712,-0.40201
-0.711,-0.40201
-0.71,0.40201
-0.709,0.40201
-0.708,0.80402
-0.707,0.40201
-0.706,0.40201
-0.705,0
-0.704,0
-0.703,-0.80402
-0.702,-1.60804
-0.701,-0.80402
-0.7,0
-0.699,0.40201
-0.698,0.40201
