x,y
-1,0.80402
-0.999,0
-0.998,-0.80402
-0.997,-0.80402
-0.996,0
-0.995,1.20603
-0.994,1.20603
-0.993,1.20603
-0.992,0.40201
-0.991,-1.60804
-0.99,-0.80402
-0.989,-0.80402
-0.988,-0.80402
-0.987,-0.40201
-0.986,0.40201
-0.985,1.60804
-0.984,1.20603
-0.983,0.40201
-0.982,0.80402
-0.981,0.40201
-0.98,0.80402
-0.979,0.40201
-0.978,-0.80402
-0.977,-0.40201
-0.976,0.40201
-0.975,1.60804
-0.974,1.60804
-0.973,0.40201
-0.972,0
-0.971,0
-0.97,1.20603
-0.969,0.40201
-0.968,-0.40201
-0.967,-1.20603
-0.966,-0.80402
-0.965,0.40201
-0.964,0.80402
-0.963,0
-0.962,0
-0.961,-0.40201
-0.96,0
-0.959,-0.40201
-0.958,-1.60804
-0.957,-1.60804
-0.956,-1.20603
-0.955,-0.80402
-0.954,0
-0.953,0
-0.952,0.40201
-0.951,1.20603
-0.95,0.80402
-0.949,-0.40201
-0.948,-1.20603
-0.947,-0.40201
-0.946,-0.40201
-0.945,-0.40201
-0.944,0.40201
-0.943,0
-0.942,-0.40201
-0.941,-0.40201
-0.94,0
-0.939,0
-0.938,-0.80402
-0.937,-0.80402
-0.936,-0.80402
-0.935,0
-0.934,0.80402
-0.933,0.80402
-0.932,1.20603
-0.931,0.40201
-0.93,0
-0.929,0
-0.928,-0.40201
-0.927,-0.80402
-0.926,-0.40201
-0.925,0.40201
-0.924,0.80402
-0.923,1.20603
-0.922,1.20603
-0.921,1.20603
-0.92,0.40201
-0.919,-0.40201
-0.918,-0.80402
-0.917,-0.80402
-0.916,-0.40201
-0.915,0.80402
-0.914,1.60804
-0.913,1.20603
-0.912,1.20603
-0.911,0.40201
-0.91,-0.40201
-0.909,0.80402
-0.908,0
-0.907,-0.40201
-0.906,0.40201
-0.905,0.80402
-0.904,0.80402
-0.903,1.60804
-0.902,1.60804
-0.901,1.20603
-0.9,0.80402
-0.899,0.40201
-0.898,-0.40201
-0.897,-0.40201
-0.896,0.40201
-0.895,0.80402
-0.894,0.80402
-0.893,0
-0.892,-0.40201
-0.891,-0.40201
-0.89,-0.80402
-0.889,-1.20603
-0.888,-1.60804
-0.887,-1.20603
-0.886,0.40201
-0.885,1.20603
-0.884,0.40201
-0.883,0.40201
-0.882,0.40201
-0.881,0.80402
-0.88,0.80402
-0.879,0.80402
-0.878,-0.40201
-0.877,0
-0.876,0.40201
-0.875,1.20603
-0.874,0.80402
-0.873,0
-0.872,0
-0.871,0.40201
-0.87,0
-0.869,0
-0.868,-0.80402
-0.867,-1.20603
-0.866,-0.40201
-0.865,0
-0.864,0.80402
-0.863,0.80402
-0.862,0.80402
-0.861,1.20603
-0.86,1.20603
-0.859,1.20603
-0.858,0
-0.857,0
-0.856,0.40201
-0.855,0.80402
-0.854,1.20603
-0.853,1.20603
-0.852,2.01005
-0.851,1.60804
-0.85,0.80402
-0.849,-0.40201
-0.848,-0.40201
-0.847,-1.20603
-0.846,-1.20603
-0.845,0
-0.844,0.40201
-0.843,0.40201
-0.842,0.80402
-0.841,1.20603
-0.84,1.20603
-0.839,1.60804
-0.838,0.40201
-0.837,-0.40201
-0.836,-1.20603
-0.835,0.40201
-0.834,1.20603
-0.833,1.60804
-0.832,1.60804
-0.831,1.20603
-0.83,0.80402
-0.829,0.40201
-0.828,-0.80402
-0.827,-0.80402
-0.826,0
-0.825,1.20603
-0.824,2.01005
-0.823,1.60804
-0.822,1.20603
-0.821,0.80402
-0.82,0.40201
-0.819,0.40201
-0.818,-0.40201
-0.817,-0.80402
-0.816,0
-0.815,0.80402
-0.814,1.60804
-0.813,0.80402
-0.812,1.20603
-0.811,0.80402
-0.81,-0.40201
-0.809,-0.40201
-0.808,-1.20603
-0.807,-0.80402
-0.806,0
-0.805,1.20603
-0.804,1.60804
-0.803,1.20603
-0.802,1.20603
-0.801,0.80402
-0.8,0.80402
-0.799,0.80402
-0.798,-0.40201
-0.797,-1.60804
-0.796,0
-0.795,0.80402
-0.794,1.20603
-0.793,0.40201
-0.792,1.20603
-0.791,1.60804
-0.79,0.40201
-0.789,0.40201
-0.788,0
-0.787,0
-0.786,0.40201
-0.785,0.80402
-0.784,0.80402
-0.783,1.20603
-0.782,1.20603
-0.781,0.80402
-0.78,0.80402
-0.779,0.80402
-0.778,-0.40201
-0.777,-0.40201
-0.776,0
-0.775,0.80402
-0.774,0
-0.773,1.20603
-0.772,0.80402
-0.771,0.40201
-0.77,0
-0.769,0.40201
-0.768,-0.40201
-0.767,-1.20603
-0.766,-0.40201
-0.765,0.40201
-0.764,0.40201
-0.763,0.80402
-0.762,0.80402
-0.761,0.80402
-0.76,0.80402
-0.759,0.40201
-0.758,-0.40201
-0.757,-1.20603
-0.756,-1.60804
-0.755,-0.40201
-0.754,0.40201
-0.753,0.40201
-0.752,0.40201
-0.751,0.40201
-0.75,-0.80402
-0.749,-0.40201
-0.748,-0.80402
-0.747,-0.40201
-0.746,-0.40201
-0.745,0.40201
-0.744,0.80402
-0.743,0.80402
-0.742,0.40201
-0.741,0.40201
-0.74,0.40201
-0.739,0.40201
-0.738,-0.80402
-0.737,-1.20603
-0.736,-1.20603
-0.735,0.40201
-0.734,0.80402
-0.733,1.20603
-0.732,0.80402
-0.731,0.80402
-0.73,0
-0.729,0.80402
-0.728,0.40201
-0.727,0
-0.726,0
-0.725,0.40201
-0.724,0.80402
-0.723,1.20603
-0.722,0.80402
-0.721,0.80402
-0.72,0.80402
-0.719,0.40201
-0.718,-0.40201
-0.717,-0.80402
-0.716,-0.80402
-0.715,0
-0.714,0
-0.713,-0.40201
-0.712,0
-0.711,0.40201
-0.71,-0.80402
-0.709,0
-0.708,-0.80402
-0.707,-0.40201
-0.706,-0.40201
-0.705,1.20603
-0.704,1.20603
-0.703,1.20603
-0.702,0.40201
-0.701,0.40201
-0.7,0.40201
-0.699,0.80402
-0.698,0
-0.697,-0.80402
-0.696,-0.40201
-0.695,0.80402
-0.694,1.60804
-0.693,1.20603
-0.692,0.40201
-0.691,0
-0.69,-0.80402
-0.689,0
-0.688,-0.80402
-0.687,-0.80402
-0.686,-1.20603
-0.685,-0.40201
-0.684,0
-0.683,0.40201
-0.682,0.40201
-0.681,0
-0.68,0
-0.679,0.40201
-0.678,-0.40201
-0.677,-0.40201
-0.676,0
-0.675,1.20603
-0.674,1.20603
-0.673,1.20603
-0.672,0.80402
-0.671,0
-0.67,-1.20603
-0.669,0.40201
-0.668,0.40201
-0.667,0.40201
-0.666,0
-0.665,0.80402
-0.664,1.20603
-0.663,1.60804
-0.662,1.20603
-0.661,1.20603
-0.66,0.80402
-0.659,0.40201
-0.658,0
-0.657,-0.40201
-0.656,-0.40201
-0.655,1.20603
-0.654,1.60804
-0.653,1.60804
-0.652,1.60804
-0.651,1.20603
-0.65,-0.40201
-0.649,0.40201
-0.648,-0.80402
-0.647,-0.40201
-0.646,-0.80402
-0.645,0.80402
-0.644,1.60804
-0.643,2.01005
-0.642,1.20603
-0.641,0.80402
-0.64,0.40201
-0.639,0.40201
-0.638,0
-0.637,-0.80402
-0.636,-1.20603
-0.635,0.40201
-0.634,0.80402
-0.633,0.40201
-0.632,0
-0.631,0
-0.63,-1.20603
-0.629,-0.40201
-0.628,0
-0.627,-0.40201
-0.626,0
-0.625,1.60804
-0.624,2.01005
-0.623,1.20603
-0.622,1.20603
-0.621,1.20603
-0.62,0.80402
-0.619,0.80402
-0.618,0.40201
-0.617,-0.80402
-0.616,-0.40201
-0.615,0
-0.614,0.80402
-0.613,1.60804
-0.612,1.60804
-0.611,1.60804
-0.61,0.40201
-0.609,0.80402
-0.608,-0.80402
-0.607,-1.20603
